"unique_id","display_week","sewershed","percentile","percentile_bin","percentile_bin_label","counties","jurisdiction","latitude","longitude","percentile_bin__colour","percentile_bin_label__colour"
"NWSS_co_198_Treatment plant-2024-05-04","2024-05-04","ID:198","Insufficient Data","0","Insufficient Data","Jefferson","Colorado","39.859458","-104.93444799999999","#cccccc","#cccccc"
"NWSS_de_287_Treatment plant-2024-05-04","2024-05-04","ID:287","0.0","1","Minimal","Sussex","Delaware","38.5519","-75.59056","#1a6e6b","#82cec2"
"WWS_ga_338_Treatment plant-2024-05-04","2024-05-04","ID:338","0.0","1","Minimal","Fulton","Georgia","33.61566","-84.551867","#1a6e6b","#82cec2"
"WWS_ca_175_Treatment plant-2024-05-04","2024-05-04","ID:175","Insufficient Data","0","Insufficient Data","Santa Clara","California","37.460457999999996","-122.127605","#cccccc","#cccccc"
"NWSS_il_430_Treatment plant-2024-05-04","2024-05-04","ID:430","0.0","1","Minimal","Cook","Illinois","42.026907","-88.107364","#1a6e6b","#82cec2"
"NWSS_wv_2076_Treatment plant-2024-05-04","2024-05-04","ID:2076","Insufficient Data","0","Insufficient Data","Fayette","West Virginia","37.953285","-81.15195","#cccccc","#cccccc"
"WWS_ca_114_Treatment plant-2024-05-04","2024-05-04","ID:114-B","Insufficient Data","0","Insufficient Data","Los Angeles","California","33.811917","-118.251554","#cccccc","#cccccc"
"NWSS_il_489_Treatment plant-2024-05-04","2024-05-04","ID:489","Insufficient Data","0","Insufficient Data","Sangamon","Illinois","39.783516","-89.632125","#cccccc","#cccccc"
"WWS_ky_568_Treatment plant-2024-05-04","2024-05-04","ID:568","38.18","4","Low","Jefferson","Kentucky","38.228451","-85.803483","#5bc2b9","#b1e1bb"
"CDC_VERILY_vt_1962_Treatment plant-2024-05-04","2024-05-04","ID:1962","Insufficient Data","0","Insufficient Data","Bennington","Vermont","42.935116","-73.114382","#cccccc","#cccccc"
"WWS_ca_124_Treatment plant-2024-05-04","2024-05-04","ID:124","Insufficient Data","0","Insufficient Data","Merced","California","37.095128","-120.847999","#cccccc","#cccccc"
"CDC_VERILY_ca_190_Treatment plant-2024-05-04","2024-05-04","ID:190-A","Insufficient Data","0","Insufficient Data","Ventura","California","34.156981","-119.133486","#cccccc","#cccccc"
"NWSS_wa_2066_Treatment plant-2024-05-04","2024-05-04","ID:2066","Insufficient Data","0","Insufficient Data","Whatcom","Washington","48.939968","-122.42488900000001","#cccccc","#cccccc"
"NWSS_va_2020_Treatment plant-2024-05-04","2024-05-04","ID:2020","Insufficient Data","0","Insufficient Data","Hampton City, Newport News City","Virginia","36.988737","-76.41568299999999","#cccccc","#cccccc"
"NWSS_il_491_Treatment plant-2024-05-04","2024-05-04","ID:491","0.0","1","Minimal","Stephenson","Illinois","42.317969","-89.595246","#1a6e6b","#82cec2"
"NWSS_ks_550_Treatment plant-2024-05-04","2024-05-04","ID:550","0.0","1","Minimal","Johnson","Kansas","39.021659","-94.683243","#1a6e6b","#82cec2"
"WWS_me_712_Treatment plant-2024-05-04","2024-05-04","ID:712","Insufficient Data","0","Insufficient Data","Penobscot","Maine","45.052744","-68.87281300000001","#cccccc","#cccccc"
"WWS_ct_268_Treatment plant-2024-05-04","2024-05-04","ID:268","Insufficient Data","0","Insufficient Data","Fairfield","Connecticut","41.070916","-73.553757","#cccccc","#cccccc"
"CDC_VERILY_ia_535_Treatment plant-2024-05-04","2024-05-04","ID:535","Insufficient Data","0","Insufficient Data","Johnson","Iowa","41.655046999999996","-91.535419","#cccccc","#cccccc"
"NWSS_ky_581_Treatment plant-2024-05-04","2024-05-04","ID:581","Insufficient Data","0","Insufficient Data","Pulaski","Kentucky","37.097519999999996","-84.54705399999999","#cccccc","#cccccc"
"NWSS_va_2008_Treatment plant-2024-05-04","2024-05-04","ID:2008","Insufficient Data","0","Insufficient Data","Tazewell","Virginia","37.181098999999996","-81.42276700000001","#cccccc","#cccccc"
"NWSS_wa_2044_Treatment plant-2024-05-04","2024-05-04","ID:2044","Insufficient Data","0","Insufficient Data","Jefferson","Washington","48.023852","-122.845323","#cccccc","#cccccc"
"CDC_VERILY_ca_128_Treatment plant-2024-05-04","2024-05-04","ID:128","Insufficient Data","0","Insufficient Data","Monterey","California","36.542901","-121.933955","#cccccc","#cccccc"
"NWSS_ca_136_Treatment plant-2024-05-04","2024-05-04","ID:136","0.0","1","Minimal","Placer","California","38.77527499999999","-121.324599","#1a6e6b","#82cec2"
"WWS_ca_174_Treatment plant-2024-05-04","2024-05-04","ID:174","Insufficient Data","0","Insufficient Data","Santa Clara","California","37.011827000000004","-121.498409","#cccccc","#cccccc"
"NWSS_ca_190_Treatment plant-2024-05-04","2024-05-04","ID:190-C","0.0","1","Minimal","Ventura","California","34.146181000000006","-119.120806","#1a6e6b","#82cec2"
"NWSS_il_477_Treatment plant-2024-05-04","2024-05-04","ID:477","0.0","1","Minimal","Peoria","Illinois","40.625564999999995","-89.696549","#1a6e6b","#82cec2"
"CDC_VERILY_ma_740_Treatment plant-2024-05-04","2024-05-04","ID:740","Insufficient Data","0","Insufficient Data","Hampden","Massachusetts","42.150652","-72.66286099999999","#cccccc","#cccccc"
"NWSS_or_1721_Treatment plant-2024-05-04","2024-05-04","ID:1721","Insufficient Data","0","Insufficient Data","Columbia","Oregon","45.881114","-122.90989499999999","#cccccc","#cccccc"
"NWSS_va_1990_Treatment plant-2024-05-04","2024-05-04","ID:1990","Insufficient Data","0","Insufficient Data","Halifax","Virginia","36.669767","-78.94334699999999","#cccccc","#cccccc"
"WWS_ca_118_Treatment plant-2024-05-04","2024-05-04","ID:118","Insufficient Data","0","Insufficient Data","Marin","California","37.968308","-122.507486","#cccccc","#cccccc"
"NWSS_fl_315_Treatment plant-2024-05-04","2024-05-04","ID:315-C","Insufficient Data","0","Insufficient Data","Orange","Florida","28.458357","-81.45844","#cccccc","#cccccc"
"NWSS_or_1717_Treatment plant-2024-05-04","2024-05-04","ID:1717","Insufficient Data","0","Insufficient Data","Clackamas","Oregon","45.218768000000004","-122.651473","#cccccc","#cccccc"
"CDC_VERILY_ca_180_Treatment plant-2024-05-04","2024-05-04","ID:180","Insufficient Data","0","Insufficient Data","Santa Cruz, Monterey","California","36.98253","-121.74088","#cccccc","#cccccc"
"NWSS_il_482_Treatment plant-2024-05-04","2024-05-04","ID:482","0.0","1","Minimal","Rock Island","Illinois","41.522671","-90.53173199999999","#1a6e6b","#82cec2"
"WWS_ca_191_Treatment plant-2024-05-04","2024-05-04","ID:191","Insufficient Data","0","Insufficient Data","Yolo","California","38.789348999999994","-122.09272399999999","#cccccc","#cccccc"
"WWS_al_7_Treatment plant-2024-05-04","2024-05-04","ID:7","Insufficient Data","0","Insufficient Data","Jefferson","Alabama","33.520655000000005","-86.971575","#cccccc","#cccccc"
"CDC_VERILY_ak_15_Treatment plant-2024-05-04","2024-05-04","ID:15","Insufficient Data","0","Insufficient Data","Juneau","Alaska","58.370281000000006","-134.527146","#cccccc","#cccccc"
"NWSS_ca_172_Treatment plant-2024-05-04","2024-05-04","ID:172","0.0","1","Minimal","Santa Barbara","California","34.436508","-119.626223","#1a6e6b","#82cec2"
"NWSS_ca_182_Treatment plant-2024-05-04","2024-05-04","ID:182","0.0","1","Minimal","Shasta","California","40.476084","-122.286924","#1a6e6b","#82cec2"
"NWSS_il_460_Treatment plant-2024-05-04","2024-05-04","ID:460","Insufficient Data","0","Insufficient Data","Mcdonough","Illinois","40.454264","-90.656955","#cccccc","#cccccc"
"WWS_ny_1431_Treatment plant-2024-05-04","2024-05-04","ID:1431","20.93","3","Low","Tompkins","New York","42.394794","-76.481639","#46a59e","#b1e1bb"
"NWSS_oh_1587_Treatment plant-2024-05-04","2024-05-04","ID:1587","0.0","1","Minimal","Hamilton","Ohio","39.107634","-84.654356","#1a6e6b","#82cec2"
"NWSS_ca_102_Treatment plant-2024-05-04","2024-05-04","ID:102","Insufficient Data","0","Insufficient Data","Fresno","California","36.650594999999996","-120.00726900000001","#cccccc","#cccccc"
"CDC_VERILY_me_698_Treatment plant-2024-05-04","2024-05-04","ID:698","Insufficient Data","0","Insufficient Data","Aroostook","Maine","46.869155","-68.034682","#cccccc","#cccccc"
"NWSS_or_1726_Treatment plant-2024-05-04","2024-05-04","ID:1726","Insufficient Data","0","Insufficient Data","Douglas","Oregon","43.24529999999999","-123.48412","#cccccc","#cccccc"
"WWS_tx_1857_Treatment plant-2024-05-04","2024-05-04","ID:1857","Insufficient Data","0","Insufficient Data","Dallas","Texas","32.792128","-96.564926","#cccccc","#cccccc"
"WWS_ca_148_Treatment plant-2024-05-04","2024-05-04","ID:148-B","Insufficient Data","0","Insufficient Data","San Francisco, San Mateo","California","37.73611","-122.372657","#cccccc","#cccccc"
"NWSS_il_433_Treatment plant-2024-05-04","2024-05-04","ID:433","31.58","4","Low","Du Page","Illinois","41.831719","-88.088716","#5bc2b9","#b1e1bb"
"WWS_ms_1033_Treatment plant-2024-05-04","2024-05-04","ID:1033","Insufficient Data","0","Insufficient Data","Jackson","Mississippi","30.431676000000003","-88.65315","#cccccc","#cccccc"
"NWSS_oh_1543_Treatment plant-2024-05-04","2024-05-04","ID:1543","0.0","1","Minimal","Darke","Ohio","40.148198","-84.645868","#1a6e6b","#82cec2"
"NWSS_or_1720_Treatment plant-2024-05-04","2024-05-04","ID:1720","Insufficient Data","0","Insufficient Data","Clatsop","Oregon","46.147566000000005","-123.798156","#cccccc","#cccccc"
"WWS_ak_13_Treatment plant-2024-05-04","2024-05-04","ID:13","70.37","8","Above Average","Anchorage","Alaska","61.172149","-149.968288","#9e5894","#288abd"
"NWSS_az_54_Treatment plant-2024-05-04","2024-05-04","ID:54","Insufficient Data","0","Insufficient Data","Yuma","Arizona","32.531468","-114.75927899999999","#cccccc","#cccccc"
"WWS_ca_133_Treatment plant-2024-05-04","2024-05-04","ID:133","Insufficient Data","0","Insufficient Data","Orange","California","33.523537000000005","-117.708982","#cccccc","#cccccc"
"WWS_ca_183_Treatment plant-2024-05-04","2024-05-04","ID:183","Insufficient Data","0","Insufficient Data","Solano","California","38.096439000000004","-122.24968","#cccccc","#cccccc"
"WWS_ca_192_Treatment plant-2024-05-04","2024-05-04","ID:192","Insufficient Data","0","Insufficient Data","Yolo","California","38.622928","-121.921436","#cccccc","#cccccc"
"NWSS_il_407_Treatment plant-2024-05-04","2024-05-04","ID:407","0.0","1","Minimal","Carroll","Illinois","42.078882","-90.004199","#1a6e6b","#82cec2"
"NWSS_il_415_Before treatment plant-2024-05-04","2024-05-04","ID:415","Insufficient Data","0","Insufficient Data","Cook","Illinois","41.812929","-87.6778","#cccccc","#cccccc"
"WWS_in_529_Treatment plant-2024-05-04","2024-05-04","ID:529","0.0","1","Minimal","St Joseph","Indiana","41.711358999999995","-86.33193800000001","#1a6e6b","#82cec2"
"WWS_wi_2138_Treatment plant-2024-05-04","2024-05-04","ID:2138","28.57","3","Low","Marathon","Wisconsin","44.966754","-89.791882","#46a59e","#b1e1bb"
"NWSS_ca_100_Treatment plant-2024-05-04","2024-05-04","ID:100","Insufficient Data","0","Insufficient Data","Del Norte","California","41.744532","-124.058777","#cccccc","#cccccc"
"NWSS_il_405_Treatment plant-2024-05-04","2024-05-04","ID:405","0.0","1","Minimal","Bureau","Illinois","41.423656","-89.440644","#1a6e6b","#82cec2"
"NWSS_il_406_Treatment plant-2024-05-04","2024-05-04","ID:406","0.0","1","Minimal","Bureau","Illinois","41.426775","-89.516677","#1a6e6b","#82cec2"
"WWS_tx_1856_Treatment plant-2024-05-04","2024-05-04","ID:1856","34.88","4","Low","Dallas","Texas","32.732161","-96.793719","#5bc2b9","#b1e1bb"
"WWS_ca_134_Treatment plant-2024-05-04","2024-05-04","ID:134","Insufficient Data","0","Insufficient Data","Orange","California","33.491663","-117.696286","#cccccc","#cccccc"
"WWS_ca_184_Treatment plant-2024-05-04","2024-05-04","ID:184-B","Insufficient Data","0","Insufficient Data","Sonoma","California","38.387233","-122.75144900000001","#cccccc","#cccccc"
"WWS_ca_167_Treatment plant-2024-05-04","2024-05-04","ID:167","Insufficient Data","0","Insufficient Data","San Mateo","California","37.619654","-122.48157499999999","#cccccc","#cccccc"
"CDC_VERILY_hi_367_Treatment plant-2024-05-04","2024-05-04","ID:367","Insufficient Data","0","Insufficient Data","Maui","Hawaii","20.731222","-156.475595","#cccccc","#cccccc"
"CDC_VERILY_fl_315_Treatment plant-2024-05-04","2024-05-04","ID:315-A","Insufficient Data","0","Insufficient Data","Orange","Florida","28.461637","-81.47435999999999","#cccccc","#cccccc"
"NWSS_il_455_Treatment plant-2024-05-04","2024-05-04","ID:455","0.0","1","Minimal","Lake","Illinois","42.377121","-87.931323","#1a6e6b","#82cec2"
"NWSS_ky_585_Treatment plant-2024-05-04","2024-05-04","ID:585","Insufficient Data","0","Insufficient Data","Warren","Kentucky","37.028607","-86.44931199999999","#cccccc","#cccccc"
"NWSS_oh_1600_Treatment plant-2024-05-04","2024-05-04","ID:1600","Insufficient Data","0","Insufficient Data","Knox","Ohio","40.36546","-82.477186","#cccccc","#cccccc"
"NWSS_ca_148_Treatment plant-2024-05-04","2024-05-04","ID:148-C","28.79","3","Low","San Francisco, San Mateo","California","37.72703","-122.385017","#46a59e","#b1e1bb"
"NWSS_il_457_Treatment plant-2024-05-04","2024-05-04","ID:457","63.33","7","Above Average","La Salle","Illinois","41.242965","-88.824017","#b77bb5","#288abd"
"NWSS_il_486_Treatment plant-2024-05-04","2024-05-04","ID:486","0.0","1","Minimal","Saint Clair","Illinois","38.597008","-89.83611","#1a6e6b","#82cec2"
"CDC_VERILY_nv_1179_Treatment plant-2024-05-04","2024-05-04","ID:1179-A","Insufficient Data","0","Insufficient Data","Clark","Nevada","36.106464","-115.00101400000001","#cccccc","#cccccc"
"WWS_vt_1965_Treatment plant-2024-05-04","2024-05-04","ID:1965","25.0","3","Low","Chittenden","Vermont","44.478398","-73.016551","#46a59e","#b1e1bb"
"NWSS_wv_2103_Treatment plant-2024-05-04","2024-05-04","ID:2103","Insufficient Data","0","Insufficient Data","Wood","West Virginia","39.287835","-81.54589","#cccccc","#cccccc"
"NWSS_il_487_Treatment plant-2024-05-04","2024-05-04","ID:487","0.0","1","Minimal","Saint Clair","Illinois","38.619797","-90.125257","#1a6e6b","#82cec2"
"NWSS_il_496_Treatment plant-2024-05-04","2024-05-04","ID:496","Insufficient Data","0","Insufficient Data","Washington","Illinois","38.342039","-89.36540000000001","#cccccc","#cccccc"
"NWSS_oh_1511_Treatment plant-2024-05-04","2024-05-04","ID:1511","Insufficient Data","0","Insufficient Data","Ashtabula","Ohio","41.780383","-80.75053","#cccccc","#cccccc"
"WWS_hi_359_Treatment plant-2024-05-04","2024-05-04","ID:359-B","Insufficient Data","0","Insufficient Data","Honolulu","Hawaii","21.34139","-158.00370999999998","#cccccc","#cccccc"
"NWSS_il_423_Treatment plant-2024-05-04","2024-05-04","ID:423","0.0","1","Minimal","Cook","Illinois","41.810409","-87.69732","#1a6e6b","#82cec2"
"CDC_VERILY_me_722_Treatment plant-2024-05-04","2024-05-04","ID:722","Insufficient Data","0","Insufficient Data","York","Maine","43.568076000000005","-70.634649","#cccccc","#cccccc"
"NWSS_oh_1630_Treatment plant-2024-05-04","2024-05-04","ID:1630","Insufficient Data","0","Insufficient Data","Marion","Ohio","40.594508000000005","-83.11196699999999","#cccccc","#cccccc"
"NWSS_il_492_Treatment plant-2024-05-04","2024-05-04","ID:492","0.0","1","Minimal","Tazewell","Illinois","40.54432799999999","-89.64279900000001","#1a6e6b","#82cec2"
"NWSS_or_1734_Treatment plant-2024-05-04","2024-05-04","ID:1734","Insufficient Data","0","Insufficient Data","Lane","Oregon","44.105272","-123.178127","#cccccc","#cccccc"
"NWSS_or_1746_Treatment plant-2024-05-04","2024-05-04","ID:1746","Insufficient Data","0","Insufficient Data","Polk","Oregon","44.990224000000005","-123.213996","#cccccc","#cccccc"
"NWSS_wv_2084_Treatment plant-2024-05-04","2024-05-04","ID:2084","Insufficient Data","0","Insufficient Data","Marion","West Virginia","39.545542999999995","-80.24419999999999","#cccccc","#cccccc"
"CDC_VERILY_nc_1504_Treatment plant-2024-05-04","2024-05-04","ID:1504","Insufficient Data","0","Insufficient Data","Watauga","North Carolina","36.215596","-81.68978399999999","#cccccc","#cccccc"
"NWSS_wa_2056_Treatment plant-2024-05-04","2024-05-04","ID:2056","Insufficient Data","0","Insufficient Data","Snohomish","Washington","47.839118","-122.326381","#cccccc","#cccccc"
"NWSS_ca_108_Treatment plant-2024-05-04","2024-05-04","ID:108-C","0.0","1","Minimal","Kings","California","36.227627999999996","-119.71016","#1a6e6b","#82cec2"
"NWSS_il_459_Treatment plant-2024-05-04","2024-05-04","ID:459","0.0","1","Minimal","Lee","Illinois","41.819749","-89.424756","#1a6e6b","#82cec2"
"NWSS_wv_2086_Treatment plant-2024-05-04","2024-05-04","ID:2086","Insufficient Data","0","Insufficient Data","Marshall","West Virginia","39.916308","-80.742014","#cccccc","#cccccc"
"NWSS_il_418_Treatment plant-2024-05-04","2024-05-04","ID:418","0.0","1","Minimal","Cook","Illinois","41.699751","-87.981848","#1a6e6b","#82cec2"
"NWSS_oh_1514_Treatment plant-2024-05-04","2024-05-04","ID:1514","0.0","1","Minimal","Athens","Ohio","39.330279","-82.014563","#1a6e6b","#82cec2"
"NWSS_oh_1691_Treatment plant-2024-05-04","2024-05-04","ID:1691","0.0","1","Minimal","Wood","Ohio","41.380089","-83.621594","#1a6e6b","#82cec2"
"WWS_va_2005_Treatment plant-2024-05-04","2024-05-04","ID:2005-B","0.0","1","Minimal","Stafford","Virginia","38.432398","-77.4384","#1a6e6b","#82cec2"
"NWSS_wi_2141_Treatment plant-2024-05-04","2024-05-04","ID:2141","Insufficient Data","0","Insufficient Data","Milwaukee, Ozaukee","Wisconsin","42.971715","-87.898602","#cccccc","#cccccc"
"NWSS_de_286_Treatment plant-2024-05-04","2024-05-04","ID:286","0.0","1","Minimal","Kent","Delaware","38.99001","-75.44468","#1a6e6b","#82cec2"
"NWSS_id_376_Treatment plant-2024-05-04","2024-05-04","ID:376","Insufficient Data","0","Insufficient Data","Bingham","Idaho","43.254408","-112.461078","#cccccc","#cccccc"
"NWSS_oh_1546_Treatment plant-2024-05-04","2024-05-04","ID:1546","0.0","1","Minimal","Fairfield","Ohio","39.69825","-82.608842","#1a6e6b","#82cec2"
"NWSS_or_1738_Treatment plant-2024-05-04","2024-05-04","ID:1738","Insufficient Data","0","Insufficient Data","Linn","Oregon","45.662667000000006","-122.844498","#cccccc","#cccccc"
"NWSS_va_2014_Treatment plant-2024-05-04","2024-05-04","ID:2014","Insufficient Data","0","Insufficient Data","Hampton City, Newport News City, York, Gloucester, Mathews, Poquoson City","Virginia","37.179342","-76.426709","#cccccc","#cccccc"
"WWS_fl_315_Treatment plant-2024-05-04","2024-05-04","ID:315-B","10.26","2","Minimal","Orange","Florida","28.452757","-81.46871999999999","#318984","#82cec2"
"NWSS_il_476_Treatment plant-2024-05-04","2024-05-04","ID:476","0.0","1","Minimal","Morgan","Illinois","39.740164","-90.294028","#1a6e6b","#82cec2"
